"Time","Shipment Rate","Desired Shipment Rate","Customer Order Rate","Inventory","Desired Inventory","Production Rate","Desired Production","WIP Inventory","Desired WIP","Inventory Coverage","Order Fulfillment Ratio","WIP Coverage","Backlog","Delivery Delay","Material Usage Rate","Desired Material Usage Rate","Desired Material Inventory","Material Inventory","Material Delivery Rate","Desired Material Delivery Rate"
"28.5","12032.3759772255","12032.3759772255","12000","43759.1033838405","47583.792887876","12612.0692988416","12374.0344099734","99457.8427649382","98992.2752797876","3.63677992332242","1","7.88592580712136","24064.7519544509","2","12141.2506673981","12141.2506673981","24282.5013347963","24441.2752834931","12061.8636930498","12061.8636930498"
"28.6","12030.7571783642","12030.7571783642","12000","43817.0727160022","47588.9954767776","12605.0479859981","12368.7392142913","99410.7609017938","98949.9137143306","3.6420876979216","1","7.88658329680468","24061.5143567284","2","12138.3156205597","12138.3156205597","24276.6312411194","24433.3365860582","12059.9629480903","12059.9629480903"
"28.7","12029.219319446","12029.219319446","12000","43874.5017967656","47594.1330333179","12598.0578752655","12363.4871628985","99364.08766525","98907.8973031881","3.64732744757922","1","7.88725442040852","24058.438638892","2","12135.3919818675","12135.3919818675","24270.7839637351","24425.5013188113","12058.0333043294","12058.0333043294"
"28.8","12027.7583534737","12027.7583534737","12000","43931.3856523475","47599.2063704014","12591.1002492437","12358.2791823571","99317.8210759102","98866.2334588567","3.65249985585717","1","7.8879382349351","24055.5167069474","2","12132.4853738303","12132.4853738303","24264.9707476607","24417.7654510575","12056.0880221319","12056.0880221319"
"28.9","12026.3704358","12026.3704358","12000","43987.7198419245","47604.2162907714","12584.1763300928","12353.1161287987","99271.9595883689","98824.9290303896","3.65760559902448","1","7.88863386719859","24052.7408716","2","12129.6008498091","12129.6008498091","24259.2016996182","24410.1257158876","12054.1388416744","12054.1388416744"
"29","12025.05191401","12025.05191401","12000","44043.5004313538","47609.1635871367","12577.2872798779","12347.9987912571","99226.5020403405","98783.9903300564","3.66264534625752","1","7.88934050978471","24050.10382802","2","12126.742936115","12126.742936115","24253.48587223","24402.5795150742","12052.196114693","12052.196114693"
"29.1","12023.7993183095","12023.7993183095","12000","44098.7239679406","47614.0490422975","12570.4342013587","12342.927894869","99181.4476059642","98743.423158952","3.66761975981987","1","7.89005741704958","24047.598636619","2","12123.9156713629","12123.9156713629","24247.8313427258","24395.124832932","12050.2689262598","12050.2689262598"
"29.2","12022.609352394","12022.609352394","12000","44153.3874562455","47618.8734292688","12563.6181391464","12337.9041039451","99136.7957529646","98703.2328315609","3.67252949522587","1","7.89078390118123","24045.218704788","2","12121.1226432433","12121.1226432433","24242.2452864866","24387.7601584216","12048.3652072757","12048.3652072757"
"29.3","12021.4788847743","12021.4788847743","12000","44207.4883349207","47623.637511403","12556.8400811568","12332.928024911","99092.5462033743","98663.4241992881","3.67737520139151","1","7.89151932834404","24042.9577695486","2","12118.3670228679","12118.3670228679","24236.7340457359","24380.4844148249","12046.4918383234","12046.4918383234"
"29.4","12020.4049405356","12020.4049405356","12000","44261.024454559","47628.3420425104","12550.100960302","12328.0002091215","99048.6988975454","98624.0016729723","3.6821575207754","1","7.89226311492255","24040.8098810712","2","12115.651596835","12115.651596835","24231.3031936699","24373.2968963704","12044.6547454847","12044.6547454847"
"29.5","12019.3846935088","12019.3846935088","12000","44313.9940565356","47632.987766979","12543.4016563628","12323.1211555502","99005.2539611987","98584.9692444015","3.68687708951256","1","7.89301472387888","24038.7693870176","2","12112.9787971516","12112.9787971516","24225.9575943031","24366.1972112354","12042.8589886854","12042.8589886854"
"29.6","12018.4154588334","12018.4154588334","12000","44366.395752821","47637.5754198918","12536.7429979998","12318.2913133568","98962.2116752776","98546.3305068544","3.69153453754274","1","7.89377366123453","24036.8309176668","2","12110.3507291452","12110.3507291452","24220.7014582904","24359.1852303888","12041.108843096","12041.108843096"
"29.7","12017.4946858917","12017.4946858917","12000","44418.2285067377","47642.1057271431","12530.1257648585","12313.5110843365","98919.5724483921","98508.0886746918","3.6961304887352","1","7.89453947268575","24034.9893717834","2","12107.7691974863","12107.7691974863","24215.5383949726","24352.2610417839","12039.4078740806","12039.4078740806"
"29.8","12016.6199515971","12016.6199515971","12000","44469.4916146343","47646.5794055538","12523.5506897359","12308.7808252534","98877.3367916549","98470.2466020272","3.7006655610111","1","7.89531174035918","24033.2399031943","2","12105.2357304396","12105.2357304396","24210.4714608791","24345.4249094433","12037.7590061575","12037.7590061575"
"29.9","12015.7889540173","12015.7889540173","12000","44520.1846884482","47650.9971629844","12517.0184607774","12304.1008500631","98835.5052957253","98432.8068005051","3.70514036646454","1","7.89609007971273","24031.5779080345","2","12102.751602453","12102.751602453","24205.5032049061","24338.6772370151","12036.1645863985","12036.1645863985"
"30","12014.9995063164","12014.9995063164","12000","44570.3076391242","47655.3596984471","12510.5297236781","12299.4714320271","98794.0786098928","98395.7714562172","3.70955551148322","1","7.8968741365851","24029.9990126328","2","12100.3178551893","12100.3178551893","24200.6357103786","24332.0185354097","12034.6264426738","12034.6264426738"
"30.1","12014.2495310006","12014.2495310006","12000","44619.8606608604","47659.6677022165","12504.0850838669","12294.8928057237","98753.057423044","98359.1424457892","3.71391159686894","1","7.89766358439593","24028.4990620012","2","12097.9353170963","12097.9353170963","24195.8706341926","24325.4493941581","12033.1459371135","12033.1459371135"
"30.2","12013.5370544506","12013.5370544506","12000","44668.844216147","47663.9218559388","12497.6851086546","12290.3651689587","98712.4424463669","98322.9213516695","3.71820921795874","1","7.89845812149713","24027.0741089011","2","12095.60462161","12095.60462161","24191.20924322","24318.9704561598","12031.72401514","12031.72401514"
"30.3","12012.860201728","12012.860201728","12000","44717.2590215674","47668.1228327396","12491.3303293316","12285.8886845814","98672.2343976624","98287.1094766513","3.72244896474654","1","7.89925746867526","24025.7204034561","2","12093.3262240759","12093.3262240759","24186.6524481518","24312.5823955128","12030.3612503953","12030.3612503953"
"30.4","12012.2171916416","12012.2171916416","12000","44765.1060343278","47672.2712973303","12485.0212432016","12281.4634822079","98632.4339871368","98251.7078576632","3.72663142200562","1","7.9000613668034","24024.4343832833","2","12091.1004174711","12091.1004174711","24182.2008349422","24306.2858981448","12029.0578858698","12029.0578858698"
"30.5","12011.6063320596","12011.6063320596","12000","44812.3864394838","47676.3679061137","12478.7583155425","12277.0896598572","98593.0419045638","98216.7172788574","3.73075716941184","1","7.90086957464065","24023.2126641191","2","12088.927347004","12088.927347004","24177.8546940079","24300.0816449847","12027.8138715156","12027.8138715156"
"30.6","12011.0260154566","12011.0260154566","12000","44859.1016378321","47680.4133072873","12472.5419814857","12272.7672855037","98554.0588077099","98182.1382840298","3.73482678166748","1","7.90168186677615","24022.0520309131","2","12086.8070236637","12086.8070236637","24173.6140473273","24293.9702974358","12026.6288986094","12026.6288986094"
"30.7","12010.4747146837","12010.4747146837","12000","44905.253234435","47684.4081409462","12466.3726478085","12268.4963985505","98515.4853119277","98147.9711884036","3.7388408286256","1","7.90249803171465","24020.9494293675","2","12084.7393367884","12084.7393367884","24169.4786735768","24287.9524849304","12025.5024311116","12025.5024311116"
"30.8","12009.9509789496","12009.9509789496","12000","44950.8430277474","47688.3530391844","12460.2506946349","12264.2770112257","98477.3219808257","98114.2160898057","3.74279987541457","1","7.90331787009935","24019.9019578991","2","12082.7240657157","12082.7240657157","24165.4481314314","24282.0287943627","12024.43373425","12024.43373425"
"30.9","12009.4534300021","12009.4534300021","12000","44995.872999316","47692.2486261946","12454.1764770429","12260.1091099085","98439.5693179338","98080.8728792677","3.74670448256263","1","7.90414119306806","24018.9068600042","2","12080.7608905754","12080.7608905754","24161.5217811508","24276.1997612161","12023.4219005428","12023.4219005428"
"31","12008.980758502","12008.980758502","12000","45040.3453040201","47696.0955183671","12448.1503265753","12255.9926563852","98402.2277592871","98047.9412510813","3.75055520612213","1","7.90496782073802","24017.961517004","2","12078.8494022823","12078.8494022823","24157.6988045646","24270.4658622129","12022.4658734582","12022.4658734582"
"31.1","12008.5317205769","12008.5317205769","12000","45084.2622608274","47699.8943243875","12442.1725526553","12251.9275890419","98365.2976668578","98015.4207123352","3.75435259779299","1","7.90579758081443","24017.0634411538","2","12076.9891117806","12076.9891117806","24153.9782235613","24264.8275093305","12021.564468896","12021.564468896"
"31.2","12008.105134548","12008.105134548","12000","45127.6263440352","47703.6456453327","12436.243443906","12247.9138239954","98328.7793227703","97983.3105919629","3.75809720504531","1","7.90663030731789","24016.2102690961","2","12075.1794585916","12075.1794585916","24150.3589171833","24259.285045042","12020.7163946622","12020.7163946622"
"31.3","12007.6998778206","12007.6998778206","12000","45170.440174971","47707.350074766","12430.363269376","12243.9512561659","98292.6729242389","97951.6100493271","3.76178957124046","1","7.90746583942542","24015.3997556413","2","12073.41981871","12073.41981871","24146.83963742","24253.8387386491","12019.9202680954","12019.9202680954"
"31.4","12007.3148839296","12007.3148839296","12000","45212.7065141265","47711.0081988315","12424.5322796726","12240.039760296","98256.9785791723","97920.3180823678","3.76543023575058","1","7.90830402041996","24014.6297678592","2","12071.7095118938","12071.7095118938","24143.4190237875","24248.4887835876","12019.1746319937","12019.1746319937"
"31.5","12006.9491397331","12006.9491397331","12000","45254.4282537008","47714.6205963461","12418.7507080055","12236.1791919172","98221.6963023944","97889.4335353374","3.76901973407599","1","7.90914469674292","24013.8982794662","2","12070.0478083886","12070.0478083886","24140.0956167773","24243.2352955976","12018.4779689785","12018.4779689785"
"31.6","12006.6016827465","12006.6016827465","12000","45295.6084105281","47718.1878388917","12413.0187711438","12232.3693882684","98186.8260124327","97858.9551061471","3.77255859796016","1","7.90998771714459","24013.2033654929","2","12068.4339351256","12068.4339351256","24136.8678702512","24238.0783116566","12017.8287144229","12017.8287144229"
"31.7","12006.2715986091","12006.2715986091","12000","45336.2501193678","47721.7104909056","12407.3366702891","12228.6101691686","98152.3675288309","97828.8813533489","3.77604735550208","1","7.91083293192722","24012.5431972183","2","12066.8670814276","12066.8670814276","24133.7341628553","24233.0177895863","12017.2252680621","12017.2252680621"
"31.8","12005.9580186787","12005.9580186787","12000","45376.3566265358","47725.1891097693","12401.7045918697","12224.9013378465","98118.3205699448","97799.210702772","3.77948653126556","1","7.91168019227526","24011.9160373574","2","12065.3464042601","12065.3464042601","24130.6928085202","24228.0536082498","12016.6660043953","12016.6660043953"
"31.9","12005.6601177448","12005.6601177448","12000","45415.9312838549","47728.6242458972","12396.1227082588","12221.2426817296","98084.6847511838","97769.9414538365","3.78287664638521","1","7.91252934966801","24011.3202354895","2","12063.8710330559","12063.8710330559","24127.7420661119","24223.1855682633","12016.1492819802","12016.1492819802"
"32","12005.3771118575","12005.3771118575","12000","45454.9775429063","47732.0164428234","12390.5911784202","12217.6339731955","98051.4595836635","97741.071785564","3.78621821866897","1","7.9133802553693","24010.754223715","2","12062.4400741457","12062.4400741457","24124.8801482915","24218.4133931557","12015.6734517136","12015.6734517136"
"32.1","12005.1082562646","12005.1082562646","12000","45493.4989495626","47735.3662372882","12385.1101484873","12214.0749702877","98018.6444732361","97712.5997623019","3.78951176269674","1","7.91423275998949","24010.2165125293","2","12061.0526148206","12061.0526148206","24122.1052296413","24213.7367309125","12015.236864185","12015.236864185"
"32.2","12004.8528434514","12004.8528434514","12000","45531.4991387849","47738.6741593221","12379.6797522776","12210.5654173977","97986.2387198694","97684.5233391813","3.79275778991511","1","7.91508671311484","24009.7056869028","2","12059.7077270536","12059.7077270536","24119.4154541072","24209.155155849","12014.8378761828","12014.8378761828"
"32.3","12004.6102012788","12004.6102012788","12000","45568.9818296675","47741.9407323305","12374.3001117491","12207.1050459155","97954.241517347","97656.8403673241","3.79595680872779","1","7.91594196299976","24009.2204025577","2","12058.4044709041","12058.4044709041","24116.8089418081","24204.6681707619","12014.4748564272","12014.4748564272"
"32.4","12004.3796912149","12004.3796912149","12000","45605.9508207145","47745.1664731764","12368.9713374","12203.6935748518","97922.6519532625","97629.5485988147","3.79910932458177","1","7.91679835631718","24008.7593824298","2","12057.1418976279","12057.1418976279","24114.2837952558","24200.2752093142","12014.1461905988","12014.1461905988"
"32.5","12004.1607066542","12004.1607066542","12000","45642.409985333","47748.3518922617","12363.6935286189","12200.3307114315","97891.4690092853","97602.6456914521","3.8022158400489","1","7.91765573796298","24008.3214133083","2","12055.9190525149","12055.9190525149","24111.8381050298","24195.9756386113","12013.8502857242","12013.8502857242"
"32.6","12003.9526713214","12003.9526713214","12000","45678.3632675295","47751.4974936084","12358.466773987","12197.016151662","97860.6915616749","97576.1292132958","3.80527685490291","1","7.91851395091008","24007.9053426429","2","12054.7349774724","12054.7349774724","24109.4699549448","24191.7687619322","12013.5855739787","12013.5855739787"
"32.7","12003.7550377554","12003.7550377554","12000","45713.8146777961","47754.6037749383","12353.2911515377","12193.7495808774","97830.3183820234","97549.9966470189","3.80829286619167","1","7.91937283610819","24007.5100755107","2","12053.5887133751","12053.5887133751","24107.1774267502","24187.6538215828","12013.3505159588","12013.3505159588"
"32.8","12003.5672858676","12003.5672858676","12000","45748.7682891743","47757.6712277516","12348.1667289769","12190.5306742601","97800.3481382072","97524.2453940805","3.81126436830463","1","7.92023223242549","24007.1345717352","2","12052.4793021967","12052.4793021967","24104.9586043934","24183.6300018412","12013.1436034728","12013.1436034728"
"32.9","12003.3889215742","12003.3889215742","12000","45783.2282334852","47760.7003374047","12343.093563868","12187.3590973411","97770.7793955292","97498.8727787289","3.81419185303552","1","7.92109197662848","24006.7778431484","2","12051.405788941","12051.405788941","24102.8115778819","24179.6964319688","12012.9633618975","12012.9633618975"
"33","12003.2194754955","12003.2194754955","12000","45817.1986977146","47763.6915831871","12338.0717037844","12184.2345064809","97741.6106180365","97473.8760518468","3.81707580964008","1","7.92195190339644","24006.438950991","2","12050.367223386","12050.367223386","24100.734446772","24175.8521892645","12012.8083521398","12012.8083521398"
"33.1","12003.0585017207","12003.0585017207","12000","45850.6839205435","47766.6454383973","12333.1011864345","12181.156549331","97712.8401699966","97449.2523946484","3.81991672488894","1","7.92281184536729","24006.1170034415","2","12049.3626616569","12049.3626616569","24098.7253233139","24172.0963021398","12012.6771722439","12012.6771722439"
"33.2","12002.9055766347","12002.9055766347","12000","45883.6881890149","47769.5623704173","12328.1820397605","12178.1248652796","97684.4663175189","97424.9989222371","3.82271508311569","1","7.92367163321159","24005.8111532694","2","12048.3911676388","12048.3911676388","24096.7823352775","24168.4277531985","12012.5684586783","12012.5684586783"
"33.3","12002.760297803","12002.760297803","12000","45916.2158353274","47772.4428407871","12323.3142820154","12175.1390858792","97656.4872303067","97401.1126870339","3.82547136625999","1","7.92453109573176","24005.5205956059","2","12047.4518142428","12047.4518142428","24094.9036284857","24164.8454823025","12012.4808873344","12012.4808873344"
"33.4","12002.6222829128","12002.6222829128","12000","45948.2712337487","47775.2873052773","12318.4979218211","12172.1988352604","97628.9009835294","97377.5906820831","3.82818605390604","1","7.92539005998359","24005.2445658256","2","12046.5436845372","12046.5436845372","24093.0873690745","24161.3483896117","12012.4131742686","12012.4131742686"
"33.5","12002.4911687672","12002.4911687672","12000","45979.8587976395","47778.0962139613","12313.7329582092","12169.3037305305","97601.705559801","97354.4298442444","3.83085962331621","1","7.92624835141749","24004.9823375344","2","12045.6658727522","12045.6658727522","24091.3317455044","24157.9353385848","12012.364076212","12012.364076212"
"33.6","12002.3666103288","12002.3666103288","12000","46010.9829765837","47780.8700112868","12309.019380649","12166.4533821596","97574.8988512553","97331.6270572766","3.83349254946006","1","7.9271057940369","24004.7332206576","2","12044.8174851702","12044.8174851702","24089.6349703405","24154.6051589308","12012.3323908751","12012.3323908751"
"33.7","12002.2482798124","12002.2482798124","12000","46041.6482536157","47783.6091361457","12304.3571690632","12163.6473943527","97548.4786617074","97309.1791548214","3.83608530503882","1","7.92796221057148","24004.4965596248","2","12043.9976409096","12043.9976409096","24087.9952818192","24151.3566495013","12012.3169570686","12012.3169570686"
"33.8","12002.1358658218","12002.1358658218","12000","46071.8591425408","47786.3140219439","12299.7462938348","12160.8853654114","97522.4427088921","97287.0829232908","3.83863836050538","1","7.92881742266301","24004.2717316435","2","12043.2054726107","12043.2054726107","24086.4109452214","24148.1885811172","12012.3166546629","12012.3166546629"
"33.9","12002.0290725307","12002.0290725307","12000","46101.6201853421","47788.9850966696","12295.1867158068","12158.1668880833","97496.7886267697","97265.3351046666","3.84115218407994","1","7.92967125106175","24004.0581450613","2","12042.4401270318","12042.4401270318","24084.8802540636","24145.0996993224","12012.3304044024","12012.3304044024"
"34","12001.9276189041","12001.9276189041","12000","46130.9359496698","47791.6227829612","12290.6783862772","12155.4915499017","97471.5139678922","97243.9323992139","3.84362724176151","1","7.93052351583143","24003.8552378083","2","12041.7007655626","12041.7007655626","24083.4015311252","24142.0887270594","12012.3571675955","12012.3571675955"
"34.1","12001.8312379589","12001.8312379589","12000","46159.8110264071","47794.2274981742","12286.2212469897","12152.8589335144","97446.6162058207","97222.8714681155","3.84606399733522","1","7.93137403656121","24003.6624759179","2","12040.9865646619","12040.9865646618","24081.9731293237","24139.1543672627","12012.3959456923","12012.3959456923"
"34.2","12001.739676061","12001.739676061","12000","46188.2500273101","47796.799654447","12281.8152301239","12150.2686170039","97422.0927375879","97202.1489360309","3.84846291237582","1","7.9322226325827","24003.479352122","2","12040.2967162254","12040.2967162254","24080.5934324507","24136.2953053658","12012.4457797678","12012.4457797678"
"34.3","12001.6526922579","12001.6526922579","12000","46216.2575827164","47799.3396587664","12277.4602582846","12147.7201741979","97397.9408861981","97181.7613935829","3.85082444624729","1","7.93306912319064","24003.3053845159","2","12039.6304278902","12039.6304278902","24079.2608557805","24133.51021172","12012.5057499205","12012.5057499205"
"34.4","12001.570057645","12001.570057645","12000","46243.8383393191","47801.8479130318","12273.1562444923","12145.2131749721","97374.1579031586","97161.7053997764","3.85314905609884","1","7.93391332786597","24003.1401152901","2","12038.986923281","12038.986923281","24077.9738465619","24130.797743923","12012.5749746004","12012.5749746004"
"34.5","12001.4915547628","12001.4915547628","12000","46270.9969580038","47804.3248141189","12268.9030921761","12142.7471855441","97350.7409710375","97141.977484353","3.85543719685752","1","7.93475506649965","24002.9831095256","2","12038.3654422019","12038.3654422019","24076.7308844038","24128.156549055","12012.6526098763","12012.6526098763"
"34.6","12001.4169770246","12001.4169770246","12000","46297.7381117451","47806.7707539425","12264.7006951708","12140.3217687603","97327.6872060401","97122.5741500822","3.8576893212174","1","7.93559415961636","24002.8339540493","2","12037.7652407814","12037.7652407814","24075.5304815627","24125.5852658224","12012.7378486515","12012.7378486515"
"34.7","12001.3461281734","12001.3461281734","12000","46324.0664835598","47809.1861195182","12260.5489377174","12137.9364843743","97304.9936606011","97103.4918749948","3.8599058796257","1","7.93643042859684","24002.6922563468","2","12037.1855915712","12037.1855915712","24074.3711831423","24123.0825266094","12012.8299198376","12012.8299198376"
"34.8","12001.2788217647","12001.2788217647","12000","46349.9867645142","47811.5712930242","12256.4476944698","12135.5908893198","97282.6573259865","97084.7271145585","3.86208732026597","1","7.93726369589786","24002.5576435295","2","12036.6257836058","12036.6257836058","24073.2515672115","24120.6469594361","12012.9280874935","12012.9280874935"
"34.9","12001.2148806765","12001.2148806765","12000","46375.5036517847","47813.9266518614","12252.3968305073","12133.2845379749","97260.6751349001","97066.2763037995","3.86423408903837","1","7.93809378526902","24002.429761353","2","12036.0851224246","12036.0851224246","24072.1702448493","24118.2771898249","12013.0316499368","12013.0316499368"
"35","12001.1541366427","12001.1541366427","12000","46400.6218467677","47816.2525687131","12248.3962013538","12131.0169824215","97239.0439640919","97048.1358593716","3.86634662953744","1","7.93892052196547","24002.3082732854","2","12035.5629300613","12035.5629300613","24071.1258601227","24115.9718425761","12013.1399388346","12013.1399388346"
"35.1","12001.0964298106","12001.0964298106","12000","46425.3460532389","47818.5494116042","12244.4456530046","12128.7877726967","97217.7606369626","97030.3021815738","3.86842538302742","1","7.93974373295595","24002.1928596211","2","12035.0585450023","12035.0585450023","24070.1170900046","24113.7295434534","12013.2523182779","12013.2523182779"
"35.2","12001.04160832","12001.04160832","12000","46449.6809755583","47820.8175439592","12240.5450219605","12126.5964570399","97196.8219261624","97012.7716563192","3.87047078841522","1","7.9405632471253","24002.08321664","2","12034.5713221183","12034.5713221183","24069.1426442366","24111.548920781","12013.3681838461","12013.3681838461"
"35.3","12000.989527904","12000.989527904","12000","46473.6313169223","47823.0573246597","12236.6941352713","12124.4425821321","97176.2245561782","96995.5406570567","3.87248328222139","1","7.94137889547109","24001.979055808","2","12034.1006325713","12034.1006325713","24068.2012651427","24109.4286069538","12013.4869616658","12013.4869616658"
"35.4","12000.9400515088","12000.9400515088","12000","46497.201777659","47825.2691081014","12232.8928105858","12122.3256933307","97155.9652059082","96978.6055466452","3.87446329854911","1","7.94219051129378","24001.8801030176","2","12033.6458636992","12033.6458636992","24067.2917273983","24107.3672398632","12013.6081074667","12013.6081074667"
"35.5","12000.8930489334","12000.8930489334","12000","46520.3970535667","47827.4532442502","12229.1408562125","12120.245334898","97136.0405112195","96961.9626791837","3.87641126905146","1","7.94299793037984","24001.7860978668","2","12033.2064188801","12033.2064188801","24066.4128377601","24105.36346424","12013.7311056401","12013.7311056401"
"35.6","12000.8483964867","12000.8483964867","12000","46543.2218342946","47829.610078697","12225.4380711881","12118.2010502246","97116.4470674863","96945.6084017964","3.87832762289709","1","7.94380099117773","24001.6967929734","2","12032.7817173796","12032.7817173796","24065.5634347592","24103.415932916","12013.8554683013","12013.8554683013"
"35.7","12000.8059766624","12000.8059766624","12000","46565.6808017648","47831.7399527133","12221.7842453552","12116.1923820469","97097.1814321055","96929.5390563752","3.88021278673447","1","7.94459953496614","24001.6119533248","2","12032.3711941817","12032.3711941817","24064.7423883635","24101.5233080081","12013.9807343594","12013.9807343594"
"35.8","12000.7656778293","12000.7656778293","12000","46587.7786286341","47833.8432033044","12218.1791594489","12114.2188726599","97078.2401269881","96913.7509812791","3.88206718465492","1","7.94539340601442","24001.5313556585","2","12031.9742998054","12031.9742998054","24063.9485996108","24099.6842620259","12014.1064685979","12014.1064685979"
"35.9","12000.7273939378","12000.7273939378","12000","46609.519976796","47835.9201632631","12214.6225851928","12112.2800641242","97059.6196410238","96898.2405129932","3.88389123815453","1","7.9461824517349","24001.4547878756","2","12031.5905001089","12031.5905001089","24063.1810002178","24097.8974789051","12014.2322607652","12014.2322607652"
"36","12000.6910242409","12000.6910242409","12000","46630.9094959215","47837.9711612223","12211.1142854035","12110.3754984682","97041.3164325154","96883.0039877454","3.88568536609508","1","7.94696652282691","24001.3820484818","2","12031.2192760832","12031.2192760832","24062.4385521664","24096.1616549708","12014.357724681","12014.357724681"
"36.1","12000.6564730289","12000.6564730289","12000","46651.9518220378","47839.996521707","12207.6540141044","12108.5047178854","97023.3269315833","96868.0377430833","3.88744998466432","1","7.94774547341246","24001.3129460577","2","12030.8601236354","12030.8601236354","24061.7202472708","24094.4754998306","12014.4824973555","12014.4824973555"
"36.2","12000.6236493774","12000.6236493774","12000","46672.6515761453","47841.9965651857","12204.2415166473","12106.6672649265","97005.6475425364","96853.3381194117","3.88918550733542","1","7.94851916116339","24001.2472987548","2","12030.5125533641","12030.5125533641","24061.0251067282","24092.8377372026","12014.606238127","12014.606238127"
"36.3","12000.5924669085","12000.5924669085","12000","46693.0133628723","47843.9716081209","12200.8765298436","12104.8626826863","96988.2746462081","96838.9014614903","3.89089234482611","1","7.94928744742006","24001.1849338171","2","12030.1760903274","12030.1760903274","24060.3521806548","24091.2471056788","12014.7286278153","12014.7286278153"
"36.4","12000.5628435631","12000.5628435631","12000","46713.0417691658","47845.9219630194","12197.5587821034","12103.0905149865","96971.2046022565","96824.7241198922","3.89257090505733","1","7.95005019730142","24001.1256871262","2","12029.8502738044","12029.8502738044","24059.7005476088","24089.7023594276","12014.849367895","12014.849367895"
"36.5","12000.534701385","12000.534701385","12000","46732.7413630199","47847.8479384816","12194.2879935815","12101.3503065531","96954.4337514266","96810.802452425","3.89422159311172","1","7.95080727980663","24001.0694027699","2","12029.5346570523","12029.5346570523","24059.0693141047","24088.2022688367","12014.9681796863","12014.9681796863"
"36.6","12000.5079663157","12000.5079663157","12000","46752.1166922395","47849.7498392506","12191.0638763334","12099.641603189","96937.9584177737","96797.1328255123","3.89584481119201","1","7.95155856790811","24001.0159326314","2","12029.2288070583","12029.2288070583","24058.4576141167","24086.7456211001","12015.0848035666","12015.0848035666"
"36.7","12000.4825679999","12000.4825679999","12000","46771.1722832413","47851.62796626","12187.8861344763","12097.9639519423","96921.7749108462","96783.7116155386","3.89744095857942","1","7.95230393863625","24000.9651359999","2","12028.9323042885","12028.9323042885","24057.8646085771","24085.3312207509","12015.1989982016","12015.1989982016"
"36.8","12000.4584395999","12000.4584395999","12000","46789.9126398889","47853.4826166817","12184.7544643593","12096.3169012695","96905.8795278274","96770.5352101562","3.89901043159221","1","7.95304327315578","24000.9168791999","2","12028.6447424339","12028.6447424339","24057.2894848679","24083.9578901422","12015.3105397968","12015.3105397968"
"36.9","12000.4355176199","12000.4355176199","12000","46808.3422423648","47855.3140839732","12181.6685547387","12094.7000011943","96890.2685556349","96757.6000095547","3.90055362354452","1","7.95377645683392","24000.8710352399","2","12028.3657281543","12028.3657281543","24056.7314563085","24082.6244698785","12015.4192213693","12015.4192213693"
"37","12000.4137417389","12000.4137417389","12000","46826.4655460767","47857.1226579235","12178.6280869612","12093.1128034617","96874.9382729764","96744.9024276939","3.90207092470557","1","7.95450337930046","24000.8274834779","2","12028.0948808205","12028.0948808205","24056.1897616409","24081.3298192","12015.5248520409","12015.5248520409"
"37.1","12000.393054652","12000.393054652","12000","46844.2869805989","47858.9086246995","12175.632735152","12091.5548616874","96859.8849523624","96732.4388934995","3.9035627222593","1","7.95522393449995","24000.786109304","2","12027.831832256","12027.831832256","24055.663664512","24080.0728163221","12015.627256351","12015.627256351"
"37.2","12000.3734019194","12000.3734019194","12000","46861.8109486489","47860.6722668907","12172.6821664094","12090.0257315029","96845.1048620728","96720.2058520233","3.90502940026463","1","7.95593802073612","24000.7468038388","2","12027.5762264782","12027.5762264782","24055.1524529563","24078.8523587316","12015.7262735906","12015.7262735906"
"37.3","12000.3547318234","12000.3547318234","12000","46879.0418250979","47862.4138635546","12169.7760410042","12088.5249706957","96830.5942680796","96708.1997655659","3.90647133961637","1","7.95664554070871","24000.7094636469","2","12027.3277194388","12027.3277194388","24054.6554388777","24077.6673634428","12015.8217571563","12015.8217571563"
"37.4","12000.3369952323","12000.3369952323","12000","46895.983956016","47864.1336902602","12166.9140125847","12087.0521393456","96816.3494359231","96696.4171147645","3.90788891800687","1","7.95734640154295","24000.6739904645","2","12027.0859787662","12027.0859787662","24054.1719575325","24076.5167672145","12015.9135739252","12015.9135739252"
"37.5","12000.3201454706","12000.3201454706","12000","46912.6416577513","47865.8320191319","12164.0957283854","12085.6067999556","96802.3666325413","96684.8543996445","3.90928250988852","1","7.95804051481188","24000.6402909413","2","12026.8506835072","12026.8506835072","24053.7013670143","24075.3995267304","12016.0016036491","12016.0016036491"
"37.6","12000.3041381971","12000.3041381971","12000","46929.0192160427","47867.5091188928","12161.3208294408","12084.1885175794","96788.6421280534","96673.5081406356","3.91065248643717","1","7.95872779655166","24000.6082763942","2","12026.6215238705","12026.6215238705","24053.243047741","24074.3146187446","12016.0857383687","12016.0857383687"
"37.7","12000.2889312873","12000.2889312873","12000","46945.1208851671","47869.1652549066","12158.5889508023","12082.7968599441","96775.1721974964","96662.3748795527","3.9119992155165","1","7.95940816727017","24000.5778625745","2","12026.3982009722","12026.3982009722","24052.7964019445","24073.2610401944","12016.1658818473","12016.1658818473"
